company_name,industry,status,data_points,output_file,csv_row,error
Supriya Lifescience Ltd,,success,98.0,esg_outputs\Supriya_Lifescience_Ltd_esg.json,2076,
Equinox India Developments Ltd,,success,98.0,esg_outputs\Equinox_India_Developments_Ltd_esg.json,2077,
MEDIA MATRIX WORLDWIDE LTD.,,success,98.0,esg_outputs\MEDIA_MATRIX_WORLDWIDE_LTD__esg.json,2078,
CarTrade Tech Ltd,,success,98.0,esg_outputs\CarTrade_Tech_Ltd_esg.json,2079,
SHALIMAR PAINTS LTD.-,,success,98.0,esg_outputs\SHALIMAR_PAINTS_LTD_-_esg.json,2080,
ANDREW YULE & COMPANY LTD.,,failed,,,2081,PDF download failed
MAITHAN ALLOYS LTD.,,success,98.0,esg_outputs\MAITHAN_ALLOYS_LTD__esg.json,2082,
ASHAPURA MINECHEM LTD.,,success,98.0,esg_outputs\ASHAPURA_MINECHEM_LTD__esg.json,2083,
Zee Media Corporation Limited,,success,98.0,esg_outputs\Zee_Media_Corporation_Limited_esg.json,2084,
PANACEA BIOTEC LTD.,,success,98.0,esg_outputs\PANACEA_BIOTEC_LTD__esg.json,2085,
PB Fintech Ltd,,success,98.0,esg_outputs\PB_Fintech_Ltd_esg.json,2086,
Welspun Enterprises Ltd,,success,98.0,esg_outputs\Welspun_Enterprises_Ltd_esg.json,2087,
Yatharth Hospital & Trauma Care Services Ltd,,success,98.0,esg_outputs\Yatharth_Hospital___Trauma_Care_Services_Ltd_esg.json,2088,
FAZE THREE LTD.-$,,success,98.0,esg_outputs\FAZE_THREE_LTD_-__esg.json,2089,
TGV Sraac Ltd,,success,98.0,esg_outputs\TGV_Sraac_Ltd_esg.json,2090,
STEEL EXCHANGE INDIA LTD.,,success,98.0,esg_outputs\STEEL_EXCHANGE_INDIA_LTD__esg.json,2091,
KEWAL KIRAN CLOTHING LTD.,,success,98.0,esg_outputs\KEWAL_KIRAN_CLOTHING_LTD__esg.json,2092,
STEEL STRIPS WHEELS LTD.-,,success,98.0,esg_outputs\STEEL_STRIPS_WHEELS_LTD_-_esg.json,2093,
PENNAR INDUSTRIES LTD.-,,failed,,,2094,PDF download failed
SG Mart Ltd,,success,98.0,esg_outputs\SG_Mart_Ltd_esg.json,2095,
GTPL Hathway Ltd,,success,98.0,esg_outputs\GTPL_Hathway_Ltd_esg.json,2096,
SEPC Ltd,,success,98.0,esg_outputs\SEPC_Ltd_esg.json,2097,
ASHOKA BUILDCON LTD.,,success,98.0,esg_outputs\ASHOKA_BUILDCON_LTD__esg.json,2098,
Tarc Ltd,,success,98.0,esg_outputs\Tarc_Ltd_esg.json,2099,
D.P. Abhushan Ltd,,success,98.0,esg_outputs\D_P__Abhushan_Ltd_esg.json,2100,
Inox Wind Ltd,,success,98.0,esg_outputs\Inox_Wind_Ltd_esg.json,2101,
Shree Pushkar Chemicals & Fertilisers Ltd,,success,98.0,esg_outputs\Shree_Pushkar_Chemicals___Fertilisers_Ltd_esg.json,2102,
Inox Green Energy Services Ltd,,success,98.0,esg_outputs\Inox_Green_Energy_Services_Ltd_esg.json,2103,
Sanmit Infra Limited,,success,98.0,esg_outputs\Sanmit_Infra_Limited_esg.json,2104,
Authum Investment & Infrastructure Ltd,,success,98.0,esg_outputs\Authum_Investment___Infrastructure_Ltd_esg.json,2105,
Sammaan Capital Ltd,,success,98.0,esg_outputs\Sammaan_Capital_Ltd_esg.json,2106,
GREENPLY INDUSTRIES LTD.,,success,98.0,esg_outputs\GREENPLY_INDUSTRIES_LTD__esg.json,2107,
TAMIL NADU NEWSPRINT & PAPERS LTD.,,success,98.0,esg_outputs\TAMIL_NADU_NEWSPRINT___PAPERS_LTD__esg.json,2108,
HIMATSINGKA SEIDE LTD.,,success,98.0,esg_outputs\HIMATSINGKA_SEIDE_LTD__esg.json,2109,
TILAKNAGAR INDUSTRIES LTD.-,,success,98.0,esg_outputs\TILAKNAGAR_INDUSTRIES_LTD_-_esg.json,2110,
Inox Wind Energy Ltd,,success,98.0,esg_outputs\Inox_Wind_Energy_Ltd_esg.json,2111,
OMAXE LTD.,,success,98.0,esg_outputs\OMAXE_LTD__esg.json,2112,
Power Mech Projects Ltd,,success,98.0,esg_outputs\Power_Mech_Projects_Ltd_esg.json,2113,
Apeejay Surrendra Park Hotels Ltd,,success,98.0,esg_outputs\Apeejay_Surrendra_Park_Hotels_Ltd_esg.json,2114,
Ethos Ltd,,success,98.0,esg_outputs\Ethos_Ltd_esg.json,2115,
Dolat Algotech Ltd,,success,98.0,esg_outputs\Dolat_Algotech_Ltd_esg.json,2116,
POKARNA LTD.,,success,98.0,esg_outputs\POKARNA_LTD__esg.json,2117,
Azad Engineering Ltd,,success,98.0,esg_outputs\Azad_Engineering_Ltd_esg.json,2118,
HBL POWER SYSTEMS LTD.-,,success,98.0,esg_outputs\HBL_POWER_SYSTEMS_LTD_-_esg.json,2119,
Stylam Industries Limited,,success,98.0,esg_outputs\Stylam_Industries_Limited_esg.json,2120,
Raj Rayon Industries Limited-,,success,98.0,esg_outputs\Raj_Rayon_Industries_Limited-_esg.json,2121,
Strides Pharma Science Ltd,,success,98.0,esg_outputs\Strides_Pharma_Science_Ltd_esg.json,2122,
FINOLEX CABLES LTD.,,success,98.0,esg_outputs\FINOLEX_CABLES_LTD__esg.json,2123,
Rama Steel Tubes Ltd,,success,98.0,esg_outputs\Rama_Steel_Tubes_Ltd_esg.json,2124,
Shriram Properties Ltd,,success,98.0,esg_outputs\Shriram_Properties_Ltd_esg.json,2125,
Rhi Magnesita India Ltd,,success,98.0,esg_outputs\Rhi_Magnesita_India_Ltd_esg.json,2126,
Signpost India Ltd,,success,98.0,esg_outputs\Signpost_India_Ltd_esg.json,2127,
Jyoti CNC Automation Ltd,,success,98.0,esg_outputs\Jyoti_CNC_Automation_Ltd_esg.json,2128,
GENESYS INTERNATIONAL CORPORATION LTD.,,success,98.0,esg_outputs\GENESYS_INTERNATIONAL_CORPORATION_LTD__esg.json,2129,
HPL Electric & Power Ltd,,success,98.0,esg_outputs\HPL_Electric___Power_Ltd_esg.json,2130,
SOM DISTILLERIES & BREWERIES LTD.,,success,98.0,esg_outputs\SOM_DISTILLERIES___BREWERIES_LTD__esg.json,2131,
CAPLIN POINT LABORATORIES LTD.,,success,98.0,esg_outputs\CAPLIN_POINT_LABORATORIES_LTD__esg.json,2132,
RASHTRIYA CHEMICALS & FERTILIZERS LTD.,,success,98.0,esg_outputs\RASHTRIYA_CHEMICALS___FERTILIZERS_LTD__esg.json,2133,
GEM Enviro Management Ltd,,success,98.0,esg_outputs\GEM_Enviro_Management_Ltd_esg.json,2134,
LA OPALA RG LTD.,,success,98.0,esg_outputs\LA_OPALA_RG_LTD__esg.json,2135,
SMS PHARMACEUTICALS LTD.,,success,98.0,esg_outputs\SMS_PHARMACEUTICALS_LTD__esg.json,2136,
Sastasundar Ventures Ltd,,success,98.0,esg_outputs\Sastasundar_Ventures_Ltd_esg.json,2137,
AGRO TECH FOODS LTD.,,success,98.0,esg_outputs\AGRO_TECH_FOODS_LTD__esg.json,2138,
Rail Vikas Nigam Ltd,,success,98.0,esg_outputs\Rail_Vikas_Nigam_Ltd_esg.json,2139,
PRIME FOCUS LTD.,,success,98.0,esg_outputs\PRIME_FOCUS_LTD__esg.json,2140,
CHAMAN LAL SETIA EXPORTS LTD.-,,success,98.0,esg_outputs\CHAMAN_LAL_SETIA_EXPORTS_LTD_-_esg.json,2141,
KAVERI SEED COMPANY LTD.,,success,98.0,esg_outputs\KAVERI_SEED_COMPANY_LTD__esg.json,2142,
EMS Ltd,,success,98.0,esg_outputs\EMS_Ltd_esg.json,2143,
Best Agrolife Ltd,,success,98.0,esg_outputs\Best_Agrolife_Ltd_esg.json,2144,
CRESSANDA SOLUTIONS LTD.,,success,98.0,esg_outputs\CRESSANDA_SOLUTIONS_LTD__esg.json,2145,
Gallantt Ispat Ltd,,success,98.0,esg_outputs\Gallantt_Ispat_Ltd_esg.json,2146,
Moschip Technologies Ltd,,success,98.0,esg_outputs\Moschip_Technologies_Ltd_esg.json,2147,
JYOTI RESINS & ADHESIVES LTD.,,success,98.0,esg_outputs\JYOTI_RESINS___ADHESIVES_LTD__esg.json,2148,
Easy Trip Planners Ltd,,success,98.0,esg_outputs\Easy_Trip_Planners_Ltd_esg.json,2149,
Valor Estate Ltd,,success,98.0,esg_outputs\Valor_Estate_Ltd_esg.json,2150,
ELPRO INTERNATIONAL LTD.,,success,98.0,esg_outputs\ELPRO_INTERNATIONAL_LTD__esg.json,2151,
Signatureglobal (India) Ltd,,success,98.0,esg_outputs\Signatureglobal__India__Ltd_esg.json,2152,
Indostar Capital Finance Ltd,,success,98.0,esg_outputs\Indostar_Capital_Finance_Ltd_esg.json,2153,
Balu Forge Industries Ltd,,success,98.0,esg_outputs\Balu_Forge_Industries_Ltd_esg.json,2154,
Wardwizard Innovations & Mobility Ltd,,success,98.0,esg_outputs\Wardwizard_Innovations___Mobility_Ltd_esg.json,2155,
WEBSOL ENERGY SYSTEM LTD.,,success,98.0,esg_outputs\WEBSOL_ENERGY_SYSTEM_LTD__esg.json,2156,
Mishra Dhatu Nigam Ltd,,success,98.0,esg_outputs\Mishra_Dhatu_Nigam_Ltd_esg.json,2157,
PRAKASH INDUSTRIES LTD.,,success,98.0,esg_outputs\PRAKASH_INDUSTRIES_LTD__esg.json,2158,
KDDL LTD.-,,success,98.0,esg_outputs\KDDL_LTD_-_esg.json,2159,
Mufin Green Finance Ltd,,success,98.0,esg_outputs\Mufin_Green_Finance_Ltd_esg.json,2160,
Bajaj Healthcare Ltd,,success,98.0,esg_outputs\Bajaj_Healthcare_Ltd_esg.json,2161,
ROTO PUMPS LTD.,,success,98.0,esg_outputs\ROTO_PUMPS_LTD__esg.json,2162,
Satia Industries Ltd,,success,98.0,esg_outputs\Satia_Industries_Ltd_esg.json,2163,
Cochin Shipyard Ltd,,success,98.0,esg_outputs\Cochin_Shipyard_Ltd_esg.json,2164,
MUTHOOT FINANCE LTD.,,success,98.0,esg_outputs\MUTHOOT_FINANCE_LTD__esg.json,2165,
SYNCOM FORMULATIONS (INDIA) LTD.-,,success,98.0,esg_outputs\SYNCOM_FORMULATIONS__INDIA__LTD_-_esg.json,2166,
Optiemus Infracom Ltd,,success,98.0,esg_outputs\Optiemus_Infracom_Ltd_esg.json,2167,
RattanIndia Power Limited,,success,98.0,esg_outputs\RattanIndia_Power_Limited_esg.json,2168,
PRESTIGE ESTATES PROJECTS LTD.,,success,98.0,esg_outputs\PRESTIGE_ESTATES_PROJECTS_LTD__esg.json,2169,
Anupam Rasayan India Ltd,,success,98.0,esg_outputs\Anupam_Rasayan_India_Ltd_esg.json,2170,
PTC Industries Ltd,,success,98.0,esg_outputs\PTC_Industries_Ltd_esg.json,2171,
Praveg Ltd,,success,98.0,esg_outputs\Praveg_Ltd_esg.json,2172,
CONFIDENCE PETROLEUM INDIA LTD.,,success,98.0,esg_outputs\CONFIDENCE_PETROLEUM_INDIA_LTD__esg.json,2173,
Insolation Energy Ltd,,success,98.0,esg_outputs\Insolation_Energy_Ltd_esg.json,2174,
3I INFOTECH LTD.,,success,98.0,esg_outputs\3I_INFOTECH_LTD__esg.json,2175,
SHAKTI PUMPS (INDIA) LTD.-,,success,98.0,esg_outputs\SHAKTI_PUMPS__INDIA__LTD_-_esg.json,2176,
Nagarjuna Fertilizers and Chemicals Ltd,,success,98.0,esg_outputs\Nagarjuna_Fertilizers_and_Chemicals_Ltd_esg.json,2177,
JAIPRAKASH ASSOCIATES LTD.,,success,98.0,esg_outputs\JAIPRAKASH_ASSOCIATES_LTD__esg.json,2178,
SUNTECK REALTY LTD.,,success,98.0,esg_outputs\SUNTECK_REALTY_LTD__esg.json,2179,
Nazara Technologies Ltd,,success,98.0,esg_outputs\Nazara_Technologies_Ltd_esg.json,2180,
PC JEWELLER LTD.,,success,98.0,esg_outputs\PC_JEWELLER_LTD__esg.json,2181,
JINDAL POLY FILMS LTD.,,success,98.0,esg_outputs\JINDAL_POLY_FILMS_LTD__esg.json,2182,
Gensol Engineering Ltd,,success,98.0,esg_outputs\Gensol_Engineering_Ltd_esg.json,2183,
NMDC Steel Ltd,,success,98.0,esg_outputs\NMDC_Steel_Ltd_esg.json,2184,
LINCOLN PHARMACEUTICALS LTD.,,success,98.0,esg_outputs\LINCOLN_PHARMACEUTICALS_LTD__esg.json,2185,
MOREPEN LABORATORIES LTD.,,success,98.0,esg_outputs\MOREPEN_LABORATORIES_LTD__esg.json,2186,
NMDC LTD.,,success,98.0,esg_outputs\NMDC_LTD__esg.json,2187,
THIRUMALAI CHEMICALS LTD.,,success,98.0,esg_outputs\THIRUMALAI_CHEMICALS_LTD__esg.json,2188,
DREDGING CORPORATION OF INDIA LTD.,,success,98.0,esg_outputs\DREDGING_CORPORATION_OF_INDIA_LTD__esg.json,2189,
Hariom Pipe Industries Ltd,,success,98.0,esg_outputs\Hariom_Pipe_Industries_Ltd_esg.json,2190,
Salasar Techno Engineering Ltd,,success,98.0,esg_outputs\Salasar_Techno_Engineering_Ltd_esg.json,2191,
Mazagon Dock Shipbuilders Ltd,,success,98.0,esg_outputs\Mazagon_Dock_Shipbuilders_Ltd_esg.json,2192,
NATIONAL ALUMINIUM CO.LTD.,,success,98.0,esg_outputs\NATIONAL_ALUMINIUM_CO_LTD__esg.json,2193,
KOTAK MAHINDRA BANK LTD.,,success,98.0,esg_outputs\KOTAK_MAHINDRA_BANK_LTD__esg.json,2194,
AUTOLINE INDUSTRIES LTD.,,success,98.0,esg_outputs\AUTOLINE_INDUSTRIES_LTD__esg.json,2195,
ASHIANA HOUSING LTD.-,,failed,,,2196,PDF download failed
Cyient DLM Ltd,,failed,,,2197,PDF download failed
ENTERTAINMENT NETWORK (INDIA) LTD.,,success,98.0,esg_outputs\ENTERTAINMENT_NETWORK__INDIA__LTD__esg.json,2198,
Juniper Hotels Ltd,,success,98.0,esg_outputs\Juniper_Hotels_Ltd_esg.json,2199,
RAJESH EXPORTS LTD.,,success,98.0,esg_outputs\RAJESH_EXPORTS_LTD__esg.json,2200,
Accelya Solutions India Ltd,,success,98.0,esg_outputs\Accelya_Solutions_India_Ltd_esg.json,2201,
Netweb Technologies India Ltd,,success,98.0,esg_outputs\Netweb_Technologies_India_Ltd_esg.json,2202,
HMT LTD.,,success,98.0,esg_outputs\HMT_LTD__esg.json,2203,
ZEE ENTERTAINMENT ENTERPRISES LTD.,,success,98.0,esg_outputs\ZEE_ENTERTAINMENT_ENTERPRISES_LTD__esg.json,2204,
PROCTER & GAMBLE HYGIENE & HEALTH CARE LTD.,,success,98.0,esg_outputs\PROCTER___GAMBLE_HYGIENE___HEALTH_CARE_LTD__esg.json,2205,
GILLETTE INDIA LTD.,,success,98.0,esg_outputs\GILLETTE_INDIA_LTD__esg.json,2206,
Procter & Gamble Health Ltd,,success,98.0,esg_outputs\Procter___Gamble_Health_Ltd_esg.json,2207,
NETWORK18 MEDIA & INVESTMENTS LTD.,,success,98.0,esg_outputs\NETWORK18_MEDIA___INVESTMENTS_LTD__esg.json,2208,
BF UTILITIES LTD.-,,success,98.0,esg_outputs\BF_UTILITIES_LTD_-_esg.json,2209,
Future Consumer Ltd,,success,98.0,esg_outputs\Future_Consumer_Ltd_esg.json,2210,
